Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 1.80 s using 788 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.79375	0.577272727	1	127	220	127	?a
?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.74375	0.798657718	1	119	149	119	?a
?b  /location/administrative_division/first_level_division_of  ?a   => ?a  /location/location/contains  ?b	0.023841569	0.879432624	0.918518519	124	141	135	?b
?b  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/location/contains  ?b	0.019803884	0.565934066	0.844262295	103	182	122	?b
?a  /base/locations/continents/countries_within  ?b   => ?a  /location/location/contains  ?b	0.018073447	0.752	0.824561404	94	125	114	?b
?b  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?a   => ?a  /location/location/contains  ?b	0.041338204	0.726351351	0.751748252	215	296	286	?b
?a  /location/us_county/county_seat  ?b   => ?a  /location/location/contains  ?b	0.022111132	0.635359116	0.649717514	115	181	177	?b
?b  /location/hud_county_place/county  ?a   => ?a  /location/location/contains  ?b	0.041530475	0.708196721	0.722408027	216	305	299	?b
?b  /base/biblioness/bibs_location/state  ?a   => ?a  /location/location/contains  ?b	0.047106326	0.816666667	0.833333333	245	300	294	?b
?b  /location/administrative_division/country  ?a   => ?a  /location/location/contains  ?b	0.061526629	0.829015544	0.903954802	320	386	354	?b
?a  /base/aareas/schema/administrative_area/capital  ?b   => ?a  /location/location/contains  ?b	0.020765237	0.788321168	0.818181818	108	137	132	?b
?b  /base/aareas/schema/administrative_area/administrative_parent  ?a   => ?a  /location/location/contains  ?b	0.067871563	0.609671848	0.659813084	353	579	535	?b
?b  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/location/contains  ?b	0.062295712	0.38028169	0.778846154	324	852	416	?b
?b  /organization/organization/headquarters./location/mailing_address/state_province_region  ?a   => ?a  /location/location/contains  ?b	0.069025187	0.497919556	0.777056277	359	721	462	?b
?b  /base/biblioness/bibs_location/country  ?a   => ?a  /location/location/contains  ?b	0.088636801	0.755737705	0.789383562	461	610	584	?b
?a  /location/country/capital  ?b   => ?a  /location/location/contains  ?b	0.015766199	0.577464789	0.621212121	82	142	132	?b
?a  /location/country/second_level_divisions  ?b   => ?a  /location/location/contains  ?b	0.027494713	0.308855292	0.34375	143	463	416	?b
?a  /film/film/film_production_design_by  ?b   => ?a  /film/film/film_art_direction_by  ?b	0.01980198	0.012658228	0.333333333	2	158	6	?a
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?b   => ?a  /film/film/film_art_direction_by  ?b	0.198019802	0.006684492	0.127388535	20	2992	157	?a
?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a   => ?a  /film/film/film_art_direction_by  ?b	0.534653465	0.008602836	0.159292035	54	6277	339	?a
?a  /government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office  ?b   => ?a  /people/person/employment_history./business/employment_tenure/company  ?b	0.041139241	0.122641509	0.448275862	13	106	29	?a
?a  /organization/organization_founder/organizations_founded  ?b   => ?a  /people/person/employment_history./business/employment_tenure/company  ?b	0.07278481	0.167883212	0.450980392	23	137	51	?a
?b  /music/record_label/artist  ?a   => ?a  /people/person/employment_history./business/employment_tenure/company  ?b	0.044303797	0.006289308	0.181818182	14	2226	77	?a
?a  /film/film/prequel  ?b   => ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b	0.018947368	0.05	0.529411765	9	180	17	?b
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a   => ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b	0.389473684	0.258019526	0.72265625	185	717	256	?b
?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b   => ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b	0.387368421	0.256624826	0.71875	184	717	256	?b
?b  /film/film/prequel  ?a   => ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b	0.021052632	0.055555556	0.625	10	180	16	?b
?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a   => ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b	0.825263158	0.825263158	0.855895197	392	475	458	?b
?a  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b	0.610526316	0.77852349	1	116	149	116	?a
?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b	0.673684211	0.8	1	128	160	128	?a
?b  /sports/sports_position/players./sports/sports_team_roster/team  ?a   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.808134394	0.522285714	0.812444444	1828	3500	2250	?a
?a  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b	0.710526316	0.613636364	0.992647059	135	220	136	?a
?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.810344828	0.809271523	0.810703229	1833	2265	2261	?a
?a  /film/actor/dubbing_performances./film/dubbing_performance/language  ?b   => ?a  /people/person/languages  ?b	0.01660281	0.116071429	0.928571429	13	112	14	?a
?b  /media_common/netflix_genre/titles  ?a   => ?a  /film/film/genre  ?b	0.177903137	0.484088356	0.524756494	1293	2671	2464	?a
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?b   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.010238908	0.122093023	0.134615385	21	172	156	?a
?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.809361287	0.809361287	0.824639841	1660	2051	2013	?a
?a  /user/jg/default_domain/olympic_games/sports  ?b   => ?a  /olympics/olympic_games/sports  ?b	0.727409639	0.831325301	0.834196891	483	581	579	?b
?b  /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/sports  ?b	0.394578313	0.687664042	0.744318182	262	381	352	?b
?b  /location/country/second_level_divisions  ?a   => ?a  /location/administrative_division/country  ?b	0.139896373	0.11663067	0.627906977	54	463	86	?a
?b  /location/administrative_division/country  ?a   => ?a  /location/administrative_division/country  ?b	0.010362694	0.010362694	0.571428571	4	386	7	?a
?b  /location/location/contains  ?a   => ?a  /location/administrative_division/country  ?b	0.829015544	0.061526629	0.594795539	320	5201	538	?a
?b  /location/country/capital  ?a   => ?a  /location/administrative_division/country  ?b	0.07253886	0.197183099	0.666666667	28	142	42	?a
?a  /base/biblioness/bibs_location/country  ?b   => ?a  /location/administrative_division/country  ?b	0.334196891	0.21147541	0.883561644	129	610	146	?a
?a  /base/aareas/schema/administrative_area/administrative_parent  ?b   => ?a  /location/administrative_division/country  ?b	0.445595855	0.297063903	0.74137931	172	579	232	?a
?a  /location/administrative_division/first_level_division_of  ?b   => ?a  /location/administrative_division/country  ?b	0.238341969	0.65248227	0.901960784	92	141	102	?a
?a  /location/administrative_division/first_level_division_of  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.179620035	0.737588652	1	104	141	104	?a
?a  /base/biblioness/bibs_location/state  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.043177893	0.083333333	1	25	300	25	?a
?b  /base/aareas/schema/administrative_area/capital  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.037996546	0.160583942	0.956521739	22	137	23	?a
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.039723661	0.077702703	0.851851852	23	296	27	?a
?b  /location/country/capital  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.034542314	0.14084507	0.606060606	20	142	33	?a
?a  /base/biblioness/bibs_location/country  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.151986183	0.144262295	0.671755725	88	610	131	?a
?b  /location/location/contains  ?a   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.609671848	0.067871563	0.416273585	353	5201	848	?a
?a  /location/administrative_division/country  ?b   => ?a  /base/aareas/schema/administrative_area/administrative_parent  ?b	0.297063903	0.445595855	0.74137931	172	386	232	?a
?b  /award/award_winning_work/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?b	0.234231379	0.66978852	0.675091352	2217	3310	3284	?b
?a  /tv/tv_program/country_of_origin  ?b   => ?a  /film/film/runtime./film/film_cut/film_release_region  ?b	0.016042781	0.01119403	0.75	3	268	4	?a
?a  /film/film/country  ?b   => ?a  /film/film/runtime./film/film_cut/film_release_region  ?b	0.379679144	0.0294973	0.408045977	71	2407	174	?a
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.017868961	0.176470588	0.221311475	27	153	122	?b
?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.013236267	0.084745763	0.129032258	20	236	155	?b
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.057577763	0.348	0.443877551	87	250	196	?b
?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.011912641	0.042154567	0.104651163	18	427	172	?b
?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.057577763	0.348	0.443877551	87	250	196	?b
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.017868961	0.176470588	0.216	27	153	125	?b
?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.015221707	0.097457627	0.150326797	23	236	153	?b
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b	0.804765056	0.804765056	0.830601093	1216	1511	1464	?b
?a  /film/film/runtime./film/film_cut/film_release_region  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.01119403	0.016042781	0.428571429	3	187	7	?a
?a  /film/film/country  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.108208955	0.012048193	0.783783784	29	2407	37	?a
?a  /film/film/release_date_s./film/film_regional_release_date/film_release_region  ?b   => ?a  /tv/tv_program/country_of_origin  ?b	0.02238806	0.000465369	0.230769231	6	12893	26	?a
?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.790055249	0.722222222	1	143	198	143	?a
?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.806629834	0.679069767	1	146	215	146	?a
?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.486187845	0.192982456	1	88	456	88	?a
?a  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.458563536	0.174369748	1	83	476	83	?a
?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b	0.436464088	0.219444444	1	79	360	79	?a
?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	0.033898305	0.108108108	8	236	74	?a
?a  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?b   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.348	0.057577763	0.212713936	87	1511	409	?a
?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.032	0.033898305	0.121212121	8	236	66	?a
?b  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.816	0.816	0.879310345	204	250	232	?a
?b  /base/popstra/celebrity/friendship./base/popstra/friendship/participant  ?a   => ?a  /celebrities/celebrity/celebrity_friends./celebrities/friendship/friend  ?b	0.348	0.057577763	0.210653753	87	1511	413	?a
?a  /organization/organization/headquarters./location/mailing_address/country  ?b   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.046376812	0.087912088	0.8	16	182	20	?a
?b  /location/location/contains  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location  ?b	0.043478261	0.002884061	0.288461538	15	5201	52	?a
?a  /film/film/language  ?b   => ?a  /tv/tv_program/languages  ?b	0.098425197	0.009727626	0.735294118	25	2570	34	?a
?b  /music/instrument/family  ?a   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.013559322	0.36	0.371134021	36	100	97	?b
?a  /music/instrument/family  ?b   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.011676083	0.31	0.369047619	31	100	84	?b
?b  /music/performance_role/guest_performances./music/recording_contribution/performance_role  ?a   => ?a  /music/performance_role/regular_performances./music/group_membership/role  ?b	0.092655367	0.494969819	0.50101833	246	497	491	?b
